Candidate,Coverage End Date,District,Elected?,Elected?1,Incumbent/ Challenger/Open,Party,Party Group,Representative,State,State Match,State Not Selected,Win?,Cash On Hand,Contributions  from Individuals,Contributions and Loans from   the Candidate,Contributions from PACs and Other Committees,Debts,Disbursements,Receipts,Replace Null With 0,sum receipts,Gender
"BATCHELOR, GENI MRS.",9/30/2022,5,FALSE,No,Open,Republican Party,Republican Party,,Tennessee,FALSE,TRUE,,2592.37,5771.78,15438,0,15438,18846.7,21439.07,0,21209.78,Female
"BROOKS, NATISHA LOUISE",12/31/2022,5,FALSE,No,Open,Republican Party,Republican Party,,Tennessee,FALSE,TRUE,,20815.58,109729.95,976,0,0,39651.06,111258.91,0,110705.95,Female
"ORTAGUS, MORGAN",12/31/2022,5,FALSE,No,Open,Republican Party,Republican Party,,Tennessee,FALSE,TRUE,,8510.52,566759.75,0,41500,0,641656.03,650166.55,0,608259.75,Female
"HARWELL, BETH",12/31/2022,5,FALSE,No,Open,Republican Party,Republican Party,,Tennessee,FALSE,TRUE,,0,845822,150000,77000,0,1072825.5,1072825.5,0,1072822,Female
"STARBUCK, ROBBY",12/31/2022,5,FALSE,No,Open,Republican Party,Republican Party,,Tennessee,FALSE,TRUE,,232.83,402079.71,97000,14900,110476.97,515957.27,516190.1,0,513979.71,Male
"BEIERLEIN, JEFF",12/31/2022,5,FALSE,No,Open,Republican Party,Republican Party,,Tennessee,FALSE,TRUE,,0,47078.76,150000,5000,144516.71,202152.76,202152.76,0,202078.76,Male
"LEE, WILLIAM BAXTER",12/31/2022,5,FALSE,No,Open,Republican Party,Republican Party,,Tennessee,FALSE,TRUE,,22049.81,333330,317380,0,317380,633376.38,655426.19,0,650710,Male
"WINSTEAD, KURT",12/31/2022,5,FALSE,No,Open,Republican Party,Republican Party,,Tennessee,FALSE,TRUE,,3159.84,1009105,1192966,40000,732966,2241629.33,2244789.17,0,2242071,Male
"COHEN, STEVE I MR.",12/31/2022,9,TRUE,Yes,Incumbent,Democratic Party,Democratic Party,"COHEN, STEVE I MR.",Tennessee,FALSE,TRUE,1,1448668.23,119849.49,0,424000,0,313772.7,546322.08,1,543849.49,Male
"HARSHBARGER, DIANA",12/31/2022,1,TRUE,Yes,Incumbent,Republican Party,Republican Party,"HARSHBARGER, DIANA",Tennessee,FALSE,TRUE,1,936417.32,1314125.06,0,474270,1456793,1322050.55,2000622.04,1,1788395.06,Female
"BURCHETT, TIM",12/31/2022,2,TRUE,Yes,Incumbent,Republican Party,Republican Party,"BURCHETT, TIM",Tennessee,FALSE,TRUE,1,826257.75,1250259.58,0,171450,209.9,1194820.64,1427400.67,1,1421709.58,Male
"FLEISCHMANN, CHARLES J",12/31/2022,3,TRUE,Yes,Incumbent,Republican Party,Republican Party,"FLEISCHMANN, CHARLES J",Tennessee,FALSE,TRUE,1,2013521.47,602163.76,0,191447.5,0,924871.13,1058051.28,1,793611.26,Male
"DESJARLAIS, SCOTT HON.",12/31/2022,4,TRUE,Yes,Incumbent,Republican Party,Republican Party,"DESJARLAIS, SCOTT HON.",Tennessee,FALSE,TRUE,1,316062.63,68441.07,0,104500,0,161447.05,174860.33,1,172941.07,Male
"ROSE, JOHN W.",12/31/2022,6,TRUE,Yes,Incumbent,Republican Party,Republican Party,"ROSE, JOHN W.",Tennessee,FALSE,TRUE,1,832323.01,1164057.23,500000,344600,1503577.04,1677493.23,2055441.26,1,2008657.23,Male
"GREEN, MARK DR.",12/31/2022,7,TRUE,Yes,Incumbent,Republican Party,Republican Party,"GREEN, MARK DR.",Tennessee,FALSE,TRUE,1,123624.79,1219458.89,0,218998.24,0,1913673.03,1763091.7,1,1438457.13,Male
"KUSTOFF, DAVID",12/31/2022,8,TRUE,Yes,Incumbent,Republican Party,Republican Party,"KUSTOFF, DAVID",Tennessee,FALSE,TRUE,1,1159993.99,1074216.6,0,819107.09,248000,1467247.52,1913469.28,1,1893323.69,Male
"OGLES, ANDY",12/31/2022,5,TRUE,Yes,Open,Republican Party,Republican Party,"OGLES, ANDY",Tennessee,FALSE,TRUE,1,399171.3,751800.26,320000,114724,320000,882749.87,1281921.17,1,1186524.26, Male
"WALLACE, LARIMEN T. II",10/29/2021,10,FALSE,No,Challenger,Democratic Party,Democratic Party,,Texas,FALSE,TRUE,,0,53258,1317.27,0,0,54575.27,54575.27,0,54575.27,Male
"HUNT, TREY JOSEPH",12/31/2022,12,FALSE,No,Challenger,Democratic Party,Democratic Party,,Texas,FALSE,TRUE,,698.8,41582.13,8600,0,0,49483.33,50182.13,0,50182.13,Male
"BROWN, MARY KATHLEEN",11/28/2022,13,FALSE,No,Challenger,Democratic Party,Democratic Party,,Texas,FALSE,TRUE,,24208.51,146173.25,21787.32,29534.14,11138.22,180973.38,199193.86,0,197494.71,Female
"ANTONELLI, JEFF",9/30/2021,14,FALSE,No,Challenger,Democratic Party,Democratic Party,,Texas,FALSE,TRUE,,10180,200,10000,0,0,0,10200,0,10200,Male
"WILLIAMS, MIKAL D. DR",10/19/2022,14,FALSE,No,Challenger,Democratic Party,Democratic Party,,Texas,FALSE,TRUE,,21916.34,71081.77,6000,250,700,56467.59,77331.77,0,77331.77,Male
"MELENDEZ, IVAN DR.",12/31/2021,15,FALSE,No,Challenger,Democratic Party,Democratic Party,,Texas,FALSE,TRUE,,0,0,27787.35,0,0,27787.35,27787.35,0,27787.35,Male
"HADDAD, ROBERTO ADRIAN",12/31/2021,15,FALSE,No,Challenger,Democratic Party,Democratic Party,,Texas,FALSE,TRUE,,0,0,100000,0,0,100000,100000,0,100000,Male
"ALVARADO, ELIZA DR.",3/31/2022,15,FALSE,No,Challenger,Democratic Party,Democratic Party,,Texas,FALSE,TRUE,,6230.1,47360,29000,2500,29000,72804.9,79035,0,78860,Female
"RAMIREZ, RUBEN",9/30/2022,15,FALSE,No,Challenger,Democratic Party,Democratic Party,,Texas,FALSE,TRUE,,0,390400.84,14673.99,56400,12250,493221.73,493221.73,0,461474.83,Male
"VALLEJO, MICHELLE",12/31/2022,15,FALSE,No,Challenger,Democratic Party,Democratic Party,,Texas,FALSE,TRUE,,11717.16,1660034.89,103125,328250,100000,2334914.06,2346631.22,0,2091409.89,Female
"VILLARREAL RIGNEY, JOHN",12/31/2022,15,FALSE,No,Challenger,Democratic Party,Democratic Party,,Texas,FALSE,TRUE,,4442.93,29110,301000,0,151977.58,325667.45,330110.38,0,330110,Male
"MONTANEZ BERRIOS (DMB), DELIRIS",12/31/2022,16,FALSE,No,Challenger,Democratic Party,Democratic Party,,Texas,FALSE,TRUE,,956.06,960,26014.35,0,26014.35,26018.29,26974.35,0,26974.35,Female
"REID, RAYNA",1/6/2022,2,FALSE,No,Challenger,Democratic Party,Democratic Party,,Texas,FALSE,TRUE,,-1764.69,18104.76,0,0,0,19869.45,18104.76,0,18104.76,Female
"FULFORD, ROBIN DAWN",12/31/2022,2,FALSE,No,Challenger,Democratic Party,Democratic Party,,Texas,FALSE,TRUE,,23189.01,215896.64,15595.55,0,15595.55,208303.18,231492.19,0,231492.19,Female
"STURM, SCOTT WILLIAM",3/14/2022,21,FALSE,No,Challenger,Democratic Party,Democratic Party,,Texas,FALSE,TRUE,,0,71994.21,4140,0,0,76119.34,76134.21,0,76134.21,Male
"BRANSCUM, COY GEE II",3/31/2022,21,FALSE,No,Challenger,Democratic Party,Democratic Party,,Texas,FALSE,TRUE,,-2709.35,20272.46,0,0,-35.52,23914.37,20272.46,0,20272.46,Male
"GACIS, CHERIF",3/31/2022,21,FALSE,No,Challenger,Democratic Party,Democratic Party,,Texas,FALSE,TRUE,,0,60,4579.11,0,0,4639.11,4639.11,0,4639.11,Male
"VILLARREAL, RICARDO",9/30/2022,21,FALSE,No,Challenger,Democratic Party,Democratic Party,,Texas,FALSE,TRUE,,0,13413.7,34473.74,0,0,46235.4,47924.69,0,47887.44,Male
"ZAPATA, CLAUDIA ANDREANA",10/19/2022,21,FALSE,No,Challenger,Democratic Party,Democratic Party,,Texas,FALSE,TRUE,,16497.8,101694.11,2305,3000,0,101740.56,118238.36,0,106999.11,Female
"ANDERSON, DAVID LEE JR",12/31/2022,21,FALSE,No,Challenger,Democratic Party,Democratic Party,,Texas,FALSE,TRUE,,1245.06,5834.51,51.41,0,7718.55,4640.86,5885.92,0,5885.92,Male
"HOWARD, EUGENE",2/17/2022,22,FALSE,No,Challenger,Democratic Party,Democratic Party,,Texas,FALSE,TRUE,,205.21,3532,0,0,0,3426.22,3532,0,3532,Male
"BERG, MATTHEW RICHARD MR.",6/30/2022,22,FALSE,No,Challenger,Democratic Party,Democratic Party,,Texas,FALSE,TRUE,,0,119928.74,0,0,0,125028.74,125028.74,0,119928.74,Male
"LIRA, JOHN",12/31/2022,23,FALSE,No,Challenger,Democratic Party,Democratic Party,,Texas,FALSE,TRUE,,204.01,603495.59,19344.31,51500,0,674874.7,675078.71,0,674339.9,Male
"BECKLEY, MICHELLE",12/31/2021,24,FALSE,No,Challenger,Democratic Party,Democratic Party,,Texas,FALSE,TRUE,,0,98369.92,0,0,11033.26,98419.3,98419.3,0,98369.92,Female
"FRAGNOLI, KATHY",3/31/2022,24,FALSE,No,Challenger,Democratic Party,Democratic Party,,Texas,FALSE,TRUE,,0,23045,32281.33,0,0,55326.33,55326.33,0,55326.33,Female
"GAY, DERRIK",11/28/2022,24,FALSE,No,Challenger,Democratic Party,Democratic Party,,Texas,FALSE,TRUE,,0,337379.15,9119.62,500,0,349044.64,349044.64,0,346998.77,Male
"MCDOWELL, JAN",12/31/2022,24,FALSE,No,Challenger,Democratic Party,Democratic Party,,Texas,FALSE,TRUE,,2625.29,134440.11,0,0,0,133444.82,136070.11,0,134440.11,Female
"MELGOZA, VICTOR",3/31/2022,27,FALSE,No,Challenger,Democratic Party,Democratic Party,,Texas,FALSE,TRUE,,453.04,1750,2000,0,5125,3296.96,3750,0,3750,Male
"PEREZ, MACLOVIO MR JR",6/29/2022,27,FALSE,No,Challenger,Democratic Party,Democratic Party,,Texas,FALSE,TRUE,,7369.55,4486.11,6611.91,0,0,4082.97,11098.1,0,11098.02,Male
"TRISTAN, ANTHONY JAMES",12/31/2022,27,FALSE,No,Challenger,Democratic Party,Democratic Party,,Texas,FALSE,TRUE,,47.05,637.99,4320,0,160,4785.72,4957.99,0,4957.99,Male
"BENAVIDES, TANNYA",12/31/2022,28,FALSE,No,Challenger,Democratic Party,Democratic Party,,Texas,FALSE,TRUE,,-901.47,28785.67,1000,2900,0,32999.76,32999.76,0,32685.67,Female
"CISNEROS, JESSICA",12/31/2022,28,FALSE,No,Challenger,Democratic Party,Democratic Party,,Texas,FALSE,TRUE,,107114.77,5822190.97,0,253913.36,0,6521388.34,6625534.01,0,6076104.33,Female
"MASON, JESSICA",3/31/2022,30,FALSE,No,Challenger,Democratic Party,Democratic Party,,Texas,FALSE,TRUE,,0,268574.13,0,20450,0,290024.13,290024.13,0,289024.13,Female
"HILDNER, JONATHAN DAVID MR.",9/30/2021,31,FALSE,No,Challenger,Democratic Party,Democratic Party,,Texas,FALSE,TRUE,,1792.86,16356,0,0,0,14563.14,16356,0,16356,Male
"GARZA, ROCHELLE",12/31/2021,34,FALSE,No,Challenger,Democratic Party,Democratic Party,,Texas,FALSE,TRUE,,0,199084.99,3047.71,3500,0,207326.86,207326.86,0,205632.7,Female
"RODRIGUEZ, JAIME ALFONSO MR.",1/31/2022,34,FALSE,No,Challenger,Democratic Party,Democratic Party,,Texas,FALSE,TRUE,,702.7,31561.11,0,0,0,21858.41,22561.11,0,31561.11,Male
"THOMPSON, WILLIAM",3/28/2022,34,FALSE,No,Challenger,Democratic Party,Democratic Party,,Texas,FALSE,TRUE,,-1958.81,2300,14505,0,0,16845.81,16845.81,0,16805,Male
"SANDOVAL REYNOSO, BEATRIZ",4/21/2022,34,FALSE,No,Challenger,Democratic Party,Democratic Party,,Texas,FALSE,TRUE,,-195.5,2851,2145,0,2125,5007.19,4996,0,4996,Female
"SANCHEZ, DANIEL",7/28/2022,34,FALSE,No,Challenger,Democratic Party,Democratic Party,,Texas,FALSE,TRUE,,0,89868.45,100000,29800,0,224668.45,224668.45,0,219668.45,Male
"CISNEROS, LAURA E. DR.",12/31/2022,34,FALSE,No,Challenger,Democratic Party,Democratic Party,,Texas,FALSE,TRUE,,43501.32,4861.12,200000,0,200000,161359.8,204861.12,0,204861.12,Female
"SASINOWSKI, JAMES SASS",9/30/2021,35,FALSE,No,Challenger,Democratic Party,Democratic Party,,Texas,FALSE,TRUE,,1121.07,8421.5,13344.89,0,13344.89,20646.31,21767.38,0,21766.39,Male
"SISCO, CARLA-JOY",8/4/2022,35,FALSE,No,Challenger,Democratic Party,Democratic Party,,Texas,FALSE,TRUE,,1.16,3470,9995,0,9895,13463.84,13465,0,13465,Female
"VIAGRAN, REBECCA J",12/31/2022,35,FALSE,No,Challenger,Democratic Party,Democratic Party,,Texas,FALSE,TRUE,,3407.47,107860,0,2500,0,106952.53,110360,0,110360,Female
"RODRIGUEZ, EDUARDO R.",12/31/2022,35,FALSE,No,Challenger,Democratic Party,Democratic Party,,Texas,FALSE,TRUE,,1275.09,491302.32,3577.75,35250,31148.74,534203.37,535478.46,0,530130.07,Male
"HAIRE, MARVIN JONATHAN",12/8/2022,36,FALSE,No,Challenger,Democratic Party,Democratic Party,,Texas,FALSE,TRUE,,0,27070.84,50000,289.92,30000,77619.44,77614.16,0,77360.76,Male
"SHELBY, DOC MR",3/31/2022,4,FALSE,No,Challenger,Democratic Party,Democratic Party,,Texas,FALSE,TRUE,,-2769.77,8481,0,0,3125,11620.77,8481,0,8481,Male
"OMERE, IROGHAMA C",6/30/2022,4,FALSE,No,Challenger,Democratic Party,Democratic Party,,Texas,FALSE,TRUE,,29931.63,42148.85,30000,2350,30000,44567.22,74498.85,0,74498.85,Male
"GEARING, CHARLES M.",12/31/2021,5,FALSE,No,Challenger,Democratic Party,Democratic Party,,Texas,FALSE,TRUE,,0,205332.05,0,0,0,205332.05,205332.05,0,205332.05,Male
"BAILEY, KATHLEEN CORDELIA",8/4/2022,5,FALSE,No,Challenger,Democratic Party,Democratic Party,,Texas,FALSE,TRUE,,0,39245.74,175000,0,0,214285.69,214285.69,0,214245.74,Female
"HILL, TARTISHA A MRS.",12/31/2022,5,FALSE,No,Challenger,Democratic Party,Democratic Party,,Texas,FALSE,TRUE,,-3212.65,10795.94,0,0,0,15319.52,13686.03,0,10795.94,Female
"LEWIS, NATHAN ALLEN",11/28/2022,19,FALSE,No,Challenger,Independent,Third Party,,Texas,FALSE,TRUE,,50,502.16,2029.37,0,0,2481.53,2531.53,0,2531.53,Male
"LOPEZ, FRANCISCO JR",12/31/2022,23,FALSE,No,Challenger,Independent,Third Party,,Texas,FALSE,TRUE,,0,26002,8000,350,9958.72,33416,34352,0,34352,Male
"COLLIER, SCOTT",5/6/2022,25,FALSE,No,Challenger,Independent,Third Party,,Texas,FALSE,TRUE,,0,29086.73,98080,0,0,131095.73,131095.73,0,127166.73,Male
"WALKER, DEBORAH",10/19/2022,30,FALSE,No,Challenger,Independent,Third Party,,Texas,FALSE,TRUE,,5203.41,5379.53,7521.04,0,0,12007.73,13002.57,0,12900.57,Female
"SCAUFLAIRE, TAKONA EILEEN",8/15/2022,6,FALSE,No,Challenger,Independent,Third Party,,Texas,FALSE,TRUE,,0,20,2200,0,0,920,2220,0,2220,Female
"HALE, KEVIN",12/31/2022,5,FALSE,No,Challenger,Libertarian Party,Third Party,,Texas,FALSE,TRUE,,8506.15,19879.37,3210,0,2930,22537.83,23089.37,0,23089.37,Male
"TORRES, RUTH MS.",12/31/2022,5,FALSE,No,Challenger,No Party Affiliation,Third Party,,Texas,FALSE,TRUE,,10.36,3740,1230,0,1230,4959.64,4970,0,4970,Female
"CATALA, RYAN JOSHUA",6/24/2022,12,FALSE,No,Challenger,Republican Party,Republican Party,,Texas,FALSE,TRUE,,521.82,1631.59,5834.59,0,0,7133.86,7471.18,0,7466.18,Male
"PUTNAM, CHRIS",12/31/2022,12,FALSE,No,Challenger,Republican Party,Republican Party,,Texas,FALSE,TRUE,,0,179062,250000,0,0,432981.27,431104,0,429062,Male
"DANTE, RUBEN LANDON",2/9/2022,14,FALSE,No,Challenger,Republican Party,Republican Party,,Texas,FALSE,TRUE,,4451.06,0,1301.06,0,4451.06,0,1301.06,0,1301.06,Male
"SMITH, GINA DUNCKEL",3/31/2022,14,FALSE,No,Challenger,Republican Party,Republican Party,,Texas,FALSE,TRUE,,0,81628.69,33466.94,0,0,118095.63,118095.63,0,115095.63,Female
"CANADY, SARA LARUE NEWNAM",3/31/2022,15,FALSE,No,Challenger,Republican Party,Republican Party,,Texas,FALSE,TRUE,,5572.66,18680,5000,0,1000,18107.34,23680,0,23680,Female
"CAVAZOS, JOSE AIZAR",3/31/2022,15,FALSE,No,Challenger,Republican Party,Republican Party,,Texas,FALSE,TRUE,,2084.48,2410,3025,0,1422.83,6375.52,5435,0,5435,Male
"KRAUSE, RYAN PATRICK",6/2/2022,15,FALSE,No,Challenger,Republican Party,Republican Party,,Texas,FALSE,TRUE,,9003.69,8815,10637.04,0,0,10881.02,19452.04,0,19452.04,Male
"GARZA, MAURO EVERETT MR.",12/31/2022,15,FALSE,No,Challenger,Republican Party,Republican Party,,Texas,FALSE,TRUE,,0,310106.98,471282.06,981.2,777480.53,828869.09,782982.26,0,782370.24,Male
"WILLIAMS, SAMUEL LEE JR",5/12/2021,16,FALSE,No,Challenger,Republican Party,Republican Party,,Texas,FALSE,TRUE,,125.57,125,0,0,4000,0,125,0,125,Male
"ARMENDARIZ-JACKSON, IRENE",12/31/2022,16,FALSE,No,Challenger,Republican Party,Republican Party,,Texas,FALSE,TRUE,,1970.39,375098.96,46,8500,15090,397535.48,389697.69,0,383644.96,Female
"ROSENBERGER, ROB",12/31/2021,17,FALSE,No,Challenger,Republican Party,Republican Party,,Texas,FALSE,TRUE,,619.85,710,0,0,0,90.15,710,0,710,Male
"MONTIEL, CARMEN",12/31/2022,18,FALSE,No,Challenger,Republican Party,Republican Party,,Texas,FALSE,TRUE,,3570.15,122958.5,0,3400,0,122788.35,126358.5,0,126358.5,Female
"BILLAND, MICHAEL ALAN",12/31/2021,2,FALSE,No,Challenger,Republican Party,Republican Party,,Texas,FALSE,TRUE,,516.79,4446.03,2359.43,0,0,6155.73,6805.46,0,6805.46,Male
"LANGELLA, LEWIS MILAM",12/31/2022,2,FALSE,No,Challenger,Republican Party,Republican Party,,Texas,FALSE,TRUE,,100.73,5771.05,0,0,3200,8870.32,8971.05,0,5771.05,Male
"SINCLAIR, KYLE E MR",12/31/2022,20,FALSE,No,Challenger,Republican Party,Republican Party,,Texas,FALSE,TRUE,,1539.08,266447.37,5000,21700,0,291608.29,293147.37,0,293147.37,Male
"FRENCH, MICHAEL ALEXANDER MR.",2/17/2022,21,FALSE,No,Challenger,Republican Party,Republican Party,,Texas,FALSE,TRUE,,5000,655,4062.16,0,0,5457.66,4717.16,0,4717.16,Male
"LOWRY, ROBERT DR.",3/31/2022,21,FALSE,No,Challenger,Republican Party,Republican Party,,Texas,FALSE,TRUE,,-927.76,18820.17,23325,0,23181,43072.93,42145.17,0,42145.17,Male
"THORNE, GREGORY JONATHAN",3/15/2022,22,FALSE,No,Challenger,Republican Party,Republican Party,,Texas,FALSE,TRUE,,0,2750,6040.18,0,0,11040.18,11040.18,0,8790.18,Male
"GARCIA-URESTE, ALIA",3/31/2022,23,FALSE,No,Challenger,Republican Party,Republican Party,,Texas,FALSE,TRUE,,0,7775.75,150662.53,0,0,159460.72,158785.83,0,158438.28,Female
"ARREDONDO-LYNCH, ALMA G DR. D.D.S.",10/17/2022,23,FALSE,No,Challenger,Republican Party,Republican Party,,Texas,FALSE,TRUE,,0,4505,0,0,0,48400.85,4505,0,4505,Female
"WEYMOUTH, NATHANIEL DEARING",2/9/2022,24,FALSE,No,Challenger,Republican Party,Republican Party,,Texas,FALSE,TRUE,,-4811.32,100,0,0,0,4911.32,100,0,100,Male
"SMITH, ISAAC",3/7/2022,26,FALSE,No,Challenger,Republican Party,Republican Party,,Texas,FALSE,TRUE,,0,26942.71,7000,0,0,34443.96,34443.96,0,33942.71,Male
"BRAZEAL, BRIAN JAMES",3/7/2022,26,FALSE,No,Challenger,Republican Party,Republican Party,,Texas,FALSE,TRUE,,0,1170,12950,0,80637.95,14120,14120,0,14120,Male
"HARRISON, RAVEN",7/19/2022,26,FALSE,No,Challenger,Republican Party,Republican Party,,Texas,FALSE,TRUE,,0,11815,290435.66,0,0,303302.16,303302.16,0,302250.66,Female
"GALLO, VINCENT",9/30/2022,26,FALSE,No,Challenger,Republican Party,Republican Party,,Texas,FALSE,TRUE,,0,2135,13318.01,0,1516.22,15496.45,15496.45,0,15453.01,Male
"ALVAREZ, ANDREW RUBEN",12/31/2021,27,FALSE,No,Challenger,Republican Party,Republican Party,,Texas,FALSE,TRUE,,7045.84,0,0,0,0,0,3522.92,0,0,Male
"MIRELES, ERIC",2/9/2022,27,FALSE,No,Challenger,Republican Party,Republican Party,,Texas,FALSE,TRUE,,14377.81,1850,8676.21,0,12443.02,0,14377.81,0,10526.21,Male
"LOUDERBACK, ANDREW JOHN",12/31/2022,27,FALSE,No,Challenger,Republican Party,Republican Party,,Texas,FALSE,TRUE,,1918.17,65645.31,45000,0,0,108577.14,110645.31,0,110645.31,Male
"MAPP, CHRIS",12/31/2022,27,FALSE,No,Challenger,Republican Party,Republican Party,,Texas,FALSE,TRUE,,71.02,17625,0,0,145815.73,17553.98,22142.9,0,17625,Male
"RODRIGUEZ, ROLANDO D MR.",3/7/2022,28,FALSE,No,Challenger,Republican Party,Republican Party,,Texas,FALSE,TRUE,,0,10980,0,0,0,11007.05,11007.05,0,10980,Male
"HOHMAN, ERIC",3/31/2022,28,FALSE,No,Challenger,Republican Party,Republican Party,,Texas,FALSE,TRUE,,0,66136.66,0,0,0,66136.66,66136.66,0,66136.66,Male
"FOWLER, STEVEN",3/31/2022,28,FALSE,No,Challenger,Republican Party,Republican Party,,Texas,FALSE,TRUE,,0.8,7994.44,20000,0,26050,27993.64,27994.44,0,27994.44,Male
"CABRERA, ED",3/31/2022,28,FALSE,No,Challenger,Republican Party,Republican Party,,Texas,FALSE,TRUE,,0,39305,250000,0,213694.17,289272.54,289305,0,289305,Male
"NG, WILLIE VASQUEZ",4/30/2022,28,FALSE,No,Challenger,Republican Party,Republican Party,,Texas,FALSE,TRUE,,0,105297,69988.59,0,0,175285.59,175285.59,0,175285.59,Male
"WHITTEN, SANDRA LINN MRS.",12/31/2022,28,FALSE,No,Challenger,Republican Party,Republican Party,,Texas,FALSE,TRUE,,5532.52,60346.32,25,460,0,65600.55,62991.78,0,60831.32,Female
"GARCIA, CASSANDRA",12/31/2022,28,FALSE,No,Challenger,Republican Party,Republican Party,,Texas,FALSE,TRUE,,60246.14,2986197.44,0,219091.43,0,3425461.24,3485707.38,0,3205288.87,Female
"GARZA, JULIO",12/31/2022,29,FALSE,No,Challenger,Republican Party,Republican Party,,Texas,FALSE,TRUE,,123.96,2255,3125,0,0,5256.04,5380,0,5380,Male
"ZOUBOULIKOS-BLANCO, JAIMY",12/31/2022,29,FALSE,No,Challenger,Republican Party,Republican Party,,Texas,FALSE,TRUE,,1018.22,396,10000,0,39025.96,9651.48,10396,0,10396,Male
"GARAPATI, ABHIRAM",12/31/2021,31,FALSE,No,Challenger,Republican Party,Republican Party,,Texas,FALSE,TRUE,,15038.58,751,18650,0,0,10934.12,19401,0,19401,Male
"JOHNS, DERRICK",1/1/2022,31,FALSE,No,Challenger,Republican Party,Republican Party,,Texas,FALSE,TRUE,,0,1375,168000,0,0,169375,169375,0,169375,Male
"HUTSON, JASON WAYNE",12/31/2022,31,FALSE,No,Challenger,Republican Party,Republican Party,,Texas,FALSE,TRUE,,1792.16,0,5005,0,0,3212.84,5005,0,5005,Male
"WILLIAMS, MICHAEL HOWARD",12/31/2022,31,FALSE,No,Challenger,Republican Party,Republican Party,,Texas,FALSE,TRUE,,68407.53,65824.73,135402.44,0,130172.58,126087.96,201227.17,0,201227.17,Male
"SLAGEL, GARY ALLEN",12/31/2021,32,FALSE,No,Challenger,Republican Party,Republican Party,,Texas,FALSE,TRUE,,0,40750,0,0,0,40750,40750,0,40750,Male
"COLLINS, GENEVIEVE D",1/30/2022,32,FALSE,No,Challenger,Republican Party,Republican Party,,Texas,FALSE,TRUE,,0,0,24400,0,0,39843.73,32019.19,0,24400,Female
"OKPA, EJIKE",2/9/2022,32,FALSE,No,Challenger,Republican Party,Republican Party,,Texas,FALSE,TRUE,,19582.36,27690,0,0,0,8107.64,27690,0,27690,Male
"WEBB, JUSTIN",8/16/2022,32,FALSE,No,Challenger,Republican Party,Republican Party,,Texas,FALSE,TRUE,,0,33877.86,2500,2500,2500,38877.86,38877.86,0,38877.86,Male
"NAMDAR, BRAD",12/31/2022,32,FALSE,No,Challenger,Republican Party,Republican Party,,Texas,FALSE,TRUE,,6420.16,87014.96,20800,0,15000,103894.8,110314.96,0,107814.96,Male
"DAY, DARRELL",12/31/2022,32,FALSE,No,Challenger,Republican Party,Republican Party,,Texas,FALSE,TRUE,,6089.86,26352.32,20000,0,20000,30262.46,46352.32,0,46352.32,Male
"DAVIS, NATHAN",12/31/2022,32,FALSE,No,Challenger,Republican Party,Republican Party,,Texas,FALSE,TRUE,,10.55,1937,28706.02,0,26375,30632.47,30643.02,0,30643.02,Male
"SWAD, ANTONIO",12/31/2022,32,FALSE,No,Challenger,Republican Party,Republican Party,,Texas,FALSE,TRUE,,0,54372.5,2331749.99,0,1772238.58,2386122.49,2386122.49,0,2386122.49,Male
"MACGLAFLIN, ROBERT JAMES",4/12/2022,33,FALSE,No,Challenger,Republican Party,Republican Party,,Texas,FALSE,TRUE,,0,386,1000,0,16916.06,1256.05,1386,0,1386,Male
"MILLS, RONALD D",9/30/2021,34,FALSE,No,Challenger,Republican Party,Republican Party,,Texas,FALSE,TRUE,,12974.66,1600,10377,0,0,522.34,11977,0,11977,Male
"SOTELO, PHILIP MR",11/2/2021,34,FALSE,No,Challenger,Republican Party,Republican Party,,Texas,FALSE,TRUE,,-155.83,1367,683.83,0,0,2206.66,2050.83,0,2050.83,Male
"MCCAFFREY, FRANCIS TIMOTHY MR.",3/3/2022,34,FALSE,No,Challenger,Republican Party,Republican Party,,Texas,FALSE,TRUE,,4533.14,14797.76,0,0,0,10264.62,14797.76,0,14797.76,Male
"CONDICT, BILL",2/9/2022,35,FALSE,No,Challenger,Republican Party,Republican Party,,Texas,FALSE,TRUE,,-2661.93,0,0,0,0,2661.93,0,0,0,Male
"ARAGONA, JENAI",2/9/2022,35,FALSE,No,Challenger,Republican Party,Republican Party,,Texas,FALSE,TRUE,,3974.93,6361,3125,0,3125,5511.07,9486,0,9486,Female
"JACKSON, MARILYN",3/31/2022,35,FALSE,No,Challenger,Republican Party,Republican Party,,Texas,FALSE,TRUE,,0,5742.52,250,0,0,5992.52,5992.52,0,5992.52,Female
"MONTOYA, SAMUEL",4/13/2022,35,FALSE,No,Challenger,Republican Party,Republican Party,,Texas,FALSE,TRUE,,20,1300,120,0,3331.25,1400,1420,0,1420,Male
"MCQUEEN, ELDON DAN",12/31/2022,35,FALSE,No,Challenger,Republican Party,Republican Party,,Texas,FALSE,TRUE,,-75.24,1515,30000,0,30000,28368.24,31515,0,31515,Male
"HARPER, JOHN EDWARD SR.",3/24/2022,4,FALSE,No,Challenger,Republican Party,Republican Party,,Texas,FALSE,TRUE,,0,3972.9,109510.61,250,99034.6,113733.51,113733.51,0,113733.51,Male
"THOMAS, DANIEL M.",12/31/2022,4,FALSE,No,Challenger,Republican Party,Republican Party,,Texas,FALSE,TRUE,,123.49,50566,2700,0,14551.21,53142.51,53266,0,53266,Male
